Provinsi,Jenjang_Pendidikan,Tahun,Nilai,Info_Tambahan,Original_Column,Growth_YoY_Pct,Change_Absolute,Moving_Avg_3Y,Cumulative_Change,Rank_National,Percentile,Avg_Growth_Rate
BALI,SD,2019,98.34,Sederajat,SD / Sederajat - 2019,2.012448132780076,1.9399999999999977,97.13333333333333,1.6099999999999994,2.0,97.36842105263158,0.22341052068145517
BALI,SD,2020,96.66,Sederajat,SD / Sederajat - 2020,-1.7083587553386237,-1.6800000000000068,97.33999999999999,-0.07000000000000739,9.0,78.94736842105263,0.22341052068145517
BALI,SD,2021,97.02,Sederajat,SD / Sederajat - 2021,0.3724394785847185,0.35999999999999943,97.07666666666667,0.28999999999999204,17.0,55.26315789473685,0.22341052068145517
BALI,SD,2022,97.55,Sederajat,SD / Sederajat - 2022,0.546279117707682,0.5300000000000011,97.66666666666667,0.8199999999999932,20.0,50.0,0.22341052068145517
BALI,SD,2023,98.43,Sederajat,SD / Sederajat - 2023,0.9021014864172283,0.8800000000000097,97.99000000000001,1.7000000000000028,9.0,78.94736842105263,0.22341052068145517
BALI,SMP,2015,85.95,Sederajat,SMP / Sederajat - 2015,,,88.97,0.0,7.0,76.31578947368422,1.0250785660055273
BALI,SMP,2016,91.99,Sederajat,SMP / Sederajat - 2016,7.027341477603244,6.039999999999992,89.79,6.039999999999992,2.0,97.36842105263158,1.0250785660055273
BALI,SMP,2017,91.43,Sederajat,SMP / Sederajat - 2017,-0.6087618219371538,-0.5599999999999881,92.40000000000002,5.480000000000004,3.0,94.73684210526315,1.0250785660055273
BALI,SMP,2018,93.78,Sederajat,SMP / Sederajat - 2018,2.5702723394946947,2.3499999999999943,92.84666666666668,7.829999999999998,1.0,100.0,1.0250785660055273
BALI,SMP,2019,93.33,Sederajat,SMP / Sederajat - 2019,-0.4798464491362786,-0.45000000000000284,93.44,7.3799999999999955,1.0,100.0,1.0250785660055273
BALI,SMP,2020,93.21,Sederajat,SMP / Sederajat - 2020,-0.12857602057216866,-0.12000000000000455,93.60000000000001,7.259999999999991,3.0,94.73684210526315,1.0250785660055273
BALI,SMP,2021,94.26,Sederajat,SMP / Sederajat - 2021,1.1264885741873343,1.0500000000000114,93.87333333333333,8.310000000000002,4.0,92.10526315789474,1.0250785660055273
BALI,SMP,2022,94.15,Sederajat,SMP / Sederajat - 2022,-0.11669849352853312,-0.10999999999999943,93.81333333333333,8.200000000000003,8.0,81.57894736842105,1.0250785660055273
BALI,SMP,2023,93.03,Sederajat,SMP / Sederajat - 2023,-1.1895910780669205,-1.1200000000000045,93.59,7.079999999999998,9.0,78.94736842105263,1.0250785660055273
BALI,SMA,2015,69.08,Sederajat,SMA / Sederajat - 2015,,,71.36500000000001,0.0,3.0,94.73684210526315,1.6996469480376168
BALI,SMA,2016,73.65,Sederajat,SMA / Sederajat - 2016,6.615518239722062,4.570000000000007,72.45,4.570000000000007,5.0,89.47368421052632,1.6996469480376168
BALI,SMA,2017,74.62,Sederajat,SMA / Sederajat - 2017,1.317040054310925,0.9699999999999989,75.64666666666668,5.540000000000006,4.0,92.10526315789474,1.6996469480376168
BALI,SMA,2018,78.67,Sederajat,SMA / Sederajat - 2018,5.427499329938357,4.049999999999997,72.60333333333334,9.590000000000003,4.0,92.10526315789474,1.6996469480376168
BALI,SMA,2019,64.52,Sederajat,SMA / Sederajat - 2019,-17.98652599466125,-14.150000000000006,72.69,-4.560000000000002,9.0,78.94736842105263,1.6996469480376168
BALI,SMA,2020,74.88,Sederajat,SMA / Sederajat - 2020,16.057036577805327,10.36,71.75333333333333,5.799999999999997,4.0,92.10526315789474,1.6996469480376168
BALI,SMA,2021,75.86,Sederajat,SMA / Sederajat - 2021,1.3087606837606902,0.980000000000004,75.77666666666667,6.780000000000001,4.0,92.10526315789474,1.6996469480376168
BALI,SMA,2022,76.59,Sederajat,SMA / Sederajat - 2022,0.9622989717901431,0.730000000000004,76.32,7.510000000000005,4.0,92.10526315789474,1.6996469480376168
BALI,SMA,2023,76.51,Sederajat,SMA / Sederajat - 2023,-0.104452278365319,-0.0799999999999983,76.55,7.430000000000007,4.0,92.10526315789474,1.6996469480376168
BANTEN,SD,2015,91.66,Sederajat,SD / Sederajat - 2015,,,93.07,0.0,21.0,39.473684210526315,0.7500784089819232
BANTEN,SD,2016,94.48,Sederajat,SD / Sederajat - 2016,3.0765873881736905,2.8200000000000074,94.56666666666666,2.8200000000000074,17.0,50.0,0.7500784089819232
BANTEN,SD,2017,97.56,Sederajat,SD / Sederajat - 2017,3.259949195596956,3.0799999999999983,95.79666666666667,5.900000000000006,3.0,94.73684210526315,0.7500784089819232
BANTEN,SD,2018,95.35,Sederajat,SD / Sederajat - 2018,-2.2652726527265354,-2.210000000000008,96.38999999999999,3.6899999999999977,13.0,57.89473684210527,0.7500784089819232
BANTEN,SD,2019,96.26,Sederajat,SD / Sederajat - 2019,0.9543786051389835,0.9100000000000108,95.88,4.6000000000000085,9.0,78.94736842105263,0.7500784089819232
BANTEN,SD,2020,96.03,Sederajat,SD / Sederajat - 2020,-0.23893621441928303,-0.23000000000000398,97.03666666666668,4.3700000000000045,15.0,63.1578947368421,0.7500784089819232
BANTEN,SD,2021,98.82,Sederajat,SD / Sederajat - 2021,2.9053420805998043,2.789999999999992,97.36333333333333,7.159999999999997,3.0,94.73684210526315,0.7500784089819232
BANTEN,SD,2022,97.24,Sederajat,SD / Sederajat - 2022,-1.5988666261890327,-1.5799999999999983,97.73666666666666,5.579999999999998,22.0,43.42105263157895,0.7500784089819232
BANTEN,SD,2023,97.15,Sederajat,SD / Sederajat - 2023,-0.09255450431919776,-0.0899999999999892,97.195,5.490000000000009,22.0,44.73684210526316,0.7500784089819232
BANTEN,SMP,2015,79.23,Sederajat,SMP / Sederajat - 2015,,,80.96000000000001,0.0,15.0,55.26315789473685,1.763262144707764
BANTEN,SMP,2016,82.69,Sederajat,SMP / Sederajat - 2016,4.367032689637762,3.4599999999999937,82.91333333333334,3.4599999999999937,18.0,47.368421052631575,1.763262144707764
BANTEN,SMP,2017,86.82,Sederajat,SMP / Sederajat - 2017,4.994557987664772,4.1299999999999955,84.90666666666665,7.589999999999989,10.0,76.31578947368422,1.763262144707764
BANTEN,SMP,2018,85.21,Sederajat,SMP / Sederajat - 2018,-1.8544114259387179,-1.6099999999999994,86.47666666666665,5.97999999999999,17.0,50.0,1.763262144707764
BANTEN,SMP,2019,87.4,Sederajat,SMP / Sederajat - 2019,2.570120877831261,2.190000000000012,86.43666666666667,8.170000000000002,9.0,78.94736842105263,1.763262144707764
BANTEN,SMP,2020,86.7,Sederajat,SMP / Sederajat - 2020,-0.8009153318077833,-0.7000000000000028,88.24333333333334,7.469999999999999,19.0,52.63157894736842,1.763262144707764
BANTEN,SMP,2021,90.63,Sederajat,SMP / Sederajat - 2021,4.532871972318331,3.9299999999999926,89.99333333333334,11.399999999999991,13.0,68.42105263157895,1.763262144707764
BANTEN,SMP,2022,92.65,Sederajat,SMP / Sederajat - 2022,2.228842546618126,2.0200000000000102,91.38,13.420000000000002,11.0,73.68421052631578,1.763262144707764
BANTEN,SMP,2023,90.86,Sederajat,SMP / Sederajat - 2023,-1.9320021586616387,-1.7900000000000063,91.755,11.629999999999995,13.0,68.42105263157895,1.763262144707764
BANTEN,SMA,2015,52.95,Sederajat,SMA / Sederajat - 2015,,,56.89,0.0,17.0,50.0,4.025103315516969
BANTEN,SMA,2016,60.83,Sederajat,SMA / Sederajat - 2016,14.881964117091595,7.8799999999999955,57.88333333333333,7.8799999999999955,17.0,50.0,4.025103315516969
BANTEN,SMA,2017,59.87,Sederajat,SMA / Sederajat - 2017,-1.5781686667762584,-0.9600000000000009,62.74666666666667,6.919999999999995,20.0,42.10526315789473,4.025103315516969
BANTEN,SMA,2018,67.54,Sederajat,SMA / Sederajat - 2018,12.811090696509119,7.670000000000009,61.449999999999996,14.590000000000003,10.0,76.31578947368422,4.025103315516969
BANTEN,SMA,2019,56.94,Sederajat,SMA / Sederajat - 2019,-15.694403316553164,-10.600000000000009,62.90666666666666,3.989999999999995,23.0,34.21052631578947,4.025103315516969
BANTEN,SMA,2020,64.24,Sederajat,SMA / Sederajat - 2020,12.82051282051282,7.299999999999997,62.69333333333333,11.289999999999992,18.0,55.26315789473685,4.025103315516969
BANTEN,SMA,2021,66.9,Sederajat,SMA / Sederajat - 2021,4.140722291407251,2.660000000000011,65.72,13.950000000000003,16.0,60.526315789473685,4.025103315516969
BANTEN,SMA,2022,66.02,Sederajat,SMA / Sederajat - 2022,-1.3153961136024073,-0.8800000000000097,67.66333333333334,13.069999999999993,17.0,55.26315789473685,4.025103315516969
BANTEN,SMA,2023,70.07,Sederajat,SMA / Sederajat - 2023,6.134504695546794,4.049999999999997,68.04499999999999,17.11999999999999,9.0,78.94736842105263,4.025103315516969
BENGKULU,SD,2015,92.15,Sederajat,SD / Sederajat - 2015,,,93.065,0.0,18.0,47.368421052631575,0.6661118659068599
BENGKULU,SD,2016,93.98,Sederajat,SD / Sederajat - 2016,1.9858925664677063,1.8299999999999983,93.45333333333333,1.8299999999999983,18.0,47.368421052631575,0.6661118659068599
BENGKULU,SD,2017,94.23,Sederajat,SD / Sederajat - 2017,0.2660140455416071,0.25,93.80333333333334,2.0799999999999983,20.0,39.473684210526315,0.6661118659068599
BENGKULU,SD,2018,93.2,Sederajat,SD / Sederajat - 2018,-1.0930701475114102,-1.0300000000000011,93.58666666666666,1.0499999999999972,23.0,31.57894736842105,0.6661118659068599
BENGKULU,SD,2019,93.33,Sederajat,SD / Sederajat - 2019,0.13948497854077146,0.12999999999999545,93.89666666666666,1.1799999999999926,23.0,28.947368421052634,0.6661118659068599
BENGKULU,SD,2020,95.16,Sederajat,SD / Sederajat - 2020,1.9607843137254832,1.8299999999999983,95.55,3.009999999999991,26.0,26.31578947368421,0.6661118659068599
BENGKULU,SD,2021,98.16,Sederajat,SD / Sederajat - 2021,3.1525851197982346,3.0,96.99000000000001,6.009999999999991,11.0,72.36842105263158,0.6661118659068599
BENGKULU,SD,2022,97.65,Sederajat,SD / Sederajat - 2022,-0.5195599022004838,-0.5099999999999909,97.63666666666666,5.5,18.0,55.26315789473685,0.6661118659068599
BENGKULU,SD,2023,97.1,Sederajat,SD / Sederajat - 2023,-0.5632360471070297,-0.5500000000000114,97.37499999999999,4.949999999999989,23.0,42.10526315789473,0.6661118659068599
BENGKULU,SMP,2015,78.16,Sederajat,SMP / Sederajat - 2015,,,81.185,0.0,20.0,42.10526315789473,1.7194314645909994
BENGKULU,SMP,2016,84.21,Sederajat,SMP / Sederajat - 2016,7.740532241555775,6.049999999999997,81.75666666666666,6.049999999999997,16.0,52.63157894736842,1.7194314645909994
BENGKULU,SMP,2017,82.9,Sederajat,SMP / Sederajat - 2017,-1.555634722717003,-1.309999999999988,84.48333333333333,4.740000000000009,22.0,36.84210526315789,1.7194314645909994
BENGKULU,SMP,2018,86.34,Sederajat,SMP / Sederajat - 2018,4.149577804583826,3.4399999999999977,84.79,8.180000000000007,12.0,71.05263157894737,1.7194314645909994
BENGKULU,SMP,2019,85.13,Sederajat,SMP / Sederajat - 2019,-1.401436182534177,-1.210000000000008,86.38333333333333,6.969999999999999,17.0,50.0,1.7194314645909994
BENGKULU,SMP,2020,87.68,Sederajat,SMP / Sederajat - 2020,2.9954187712909697,2.5500000000000114,87.58333333333333,9.52000000000001,14.0,65.78947368421053,1.7194314645909994
BENGKULU,SMP,2021,89.94,Sederajat,SMP / Sederajat - 2021,2.5775547445255453,2.259999999999991,89.47666666666667,11.780000000000001,16.0,60.526315789473685,1.7194314645909994
BENGKULU,SMP,2022,90.81,Sederajat,SMP / Sederajat - 2022,0.9673115410273603,0.8700000000000045,90.0,12.650000000000006,15.0,63.1578947368421,1.7194314645909994
BENGKULU,SMP,2023,89.25,Sederajat,SMP / Sederajat - 2023,-1.7178724810043011,-1.5600000000000023,90.03,11.090000000000003,21.0,47.368421052631575,1.7194314645909994
BENGKULU,SMA,2015,55.94,Sederajat,SMA / Sederajat - 2015,,,60.125,0.0,14.0,57.89473684210527,1.7487286922361651
BENGKULU,SMA,2016,64.31,Sederajat,SMA / Sederajat - 2016,14.962459778333947,8.370000000000005,60.94,8.370000000000005,13.0,68.42105263157895,1.7487286922361651
BENGKULU,SMA,2017,62.57,Sederajat,SMA / Sederajat - 2017,-2.705644534287055,-1.740000000000002,61.913333333333334,6.630000000000003,15.0,63.1578947368421,1.7487286922361651
BENGKULU,SMA,2018,58.86,Sederajat,SMA / Sederajat - 2018,-5.92935911778808,-3.710000000000001,60.96666666666667,2.9200000000000017,22.0,36.84210526315789,1.7487286922361651
BENGKULU,SMA,2019,61.47,Sederajat,SMA / Sederajat - 2019,4.434250764525993,2.6099999999999994,61.02,5.530000000000001,12.0,63.1578947368421,1.7487286922361651
BENGKULU,SMA,2020,62.73,Sederajat,SMA / Sederajat - 2020,2.0497803806734938,1.259999999999998,62.22,6.789999999999999,23.0,42.10526315789473,1.7487286922361651
BENGKULU,SMA,2021,62.46,Sederajat,SMA / Sederajat - 2021,-0.43041606886656814,-0.269999999999996,63.35666666666666,6.520000000000003,23.0,42.10526315789473,1.7487286922361651
BENGKULU,SMA,2022,64.88,Sederajat,SMA / Sederajat - 2022,3.874479666986863,2.4199999999999946,63.583333333333336,8.939999999999998,21.0,44.73684210526316,1.7487286922361651
BENGKULU,SMA,2023,63.41,Sederajat,SMA / Sederajat - 2023,-2.2657213316892744,-1.4699999999999989,64.145,7.469999999999999,25.0,36.84210526315789,1.7487286922361651
DI YOGYAKARTA,SD,2015,95.98,Sederajat,SD / Sederajat - 2015,,,96.31,0.0,5.0,89.47368421052632,0.3881043675715165
DI YOGYAKARTA,SD,2016,96.64,Sederajat,SD / Sederajat - 2016,0.6876432590122938,0.6599999999999966,96.53000000000002,0.6599999999999966,4.0,92.10526315789474,0.3881043675715165
DI YOGYAKARTA,SD,2017,96.97,Sederajat,SD / Sederajat - 2017,0.34147350993376513,0.3299999999999983,96.24333333333334,0.9899999999999949,6.0,85.52631578947368,0.3881043675715165
DI YOGYAKARTA,SD,2018,95.12,Sederajat,SD / Sederajat - 2018,-1.9078065381045617,-1.8499999999999943,95.67,-0.8599999999999994,17.0,47.368421052631575,0.3881043675715165
DI YOGYAKARTA,SD,2019,94.92,Sederajat,SD / Sederajat - 2019,-0.2102607232968956,-0.20000000000000284,95.49000000000001,-1.0600000000000023,19.0,42.10526315789473,0.3881043675715165
DI YOGYAKARTA,SD,2020,96.43,Sederajat,SD / Sederajat - 2020,1.5908133164770355,1.5100000000000051,96.61000000000001,0.45000000000000284,11.0,73.68421052631578,0.3881043675715165
DI YOGYAKARTA,SD,2021,98.48,Sederajat,SD / Sederajat - 2021,2.125894431193598,2.049999999999997,97.94,2.5,8.0,81.57894736842105,0.3881043675715165
DI YOGYAKARTA,SD,2022,98.91,Sederajat,SD / Sederajat - 2022,0.43663688058488415,0.4299999999999926,98.77999999999999,2.9299999999999926,5.0,89.47368421052632,0.3881043675715165
DI YOGYAKARTA,SD,2023,98.95,Sederajat,SD / Sederajat - 2023,0.04044080477201284,0.04000000000000625,98.92999999999999,2.969999999999999,3.0,94.73684210526315,0.3881043675715165
DI YOGYAKARTA,SMP,2015,87.41,Sederajat,SMP / Sederajat - 2015,,,90.14,0.0,3.0,94.73684210526315,1.3357989265674082
DI YOGYAKARTA,SMP,2016,92.87,Sederajat,SMP / Sederajat - 2016,6.246424894176883,5.460000000000008,90.80333333333333,5.460000000000008,1.0,100.0,1.3357989265674082
DI YOGYAKARTA,SMP,2017,92.13,Sederajat,SMP / Sederajat - 2017,-0.7968127490039945,-0.7400000000000091,92.55333333333333,4.719999999999999,1.0,100.0,1.3357989265674082
DI YOGYAKARTA,SMP,2018,92.66,Sederajat,SMP / Sederajat - 2018,0.5752740692499758,0.5300000000000011,92.37666666666667,5.25,3.0,94.73684210526315,1.3357989265674082
DI YOGYAKARTA,SMP,2019,92.34,Sederajat,SMP / Sederajat - 2019,-0.3453485862292216,-0.3199999999999932,92.45333333333333,4.930000000000007,3.0,94.73684210526315,1.3357989265674082
DI YOGYAKARTA,SMP,2020,92.36,Sederajat,SMP / Sederajat - 2020,0.021659085986569515,0.01999999999999602,93.21333333333332,4.950000000000003,5.0,89.47368421052632,1.3357989265674082
DI YOGYAKARTA,SMP,2021,94.94,Sederajat,SMP / Sederajat - 2021,2.7934170636639166,2.5799999999999983,94.78666666666668,7.530000000000001,3.0,94.73684210526315,1.3357989265674082
DI YOGYAKARTA,SMP,2022,97.06,Sederajat,SMP / Sederajat - 2022,2.232989256372453,2.1200000000000045,96.33999999999999,9.650000000000006,2.0,97.36842105263158,1.3357989265674082
DI YOGYAKARTA,SMP,2023,97.02,Sederajat,SMP / Sederajat - 2023,-0.04121162167731729,-0.04000000000000625,97.03999999999999,9.61,1.0,100.0,1.3357989265674082
DI YOGYAKARTA,SMA,2015,80.77,Sederajat,SMA / Sederajat - 2015,,,80.36,0.0,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2016,79.95,Sederajat,SMA / Sederajat - 2016,-1.015228426395931,-0.8199999999999932,82.08333333333333,-0.8199999999999932,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2017,85.53,Sederajat,SMA / Sederajat - 2017,6.979362101313313,5.579999999999998,82.48,4.760000000000005,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2018,81.96,Sederajat,SMA / Sederajat - 2018,-4.1739740441950275,-3.5700000000000074,84.01,1.1899999999999977,3.0,94.73684210526315,1.3764598756814712
DI YOGYAKARTA,SMA,2019,84.54,Sederajat,SMA / Sederajat - 2019,3.1478770131771805,2.5800000000000125,84.83,3.7700000000000102,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2020,87.99,Sederajat,SMA / Sederajat - 2020,4.080908445706166,3.4499999999999886,87.55000000000001,7.219999999999999,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2021,90.12,Sederajat,SMA / Sederajat - 2021,2.42072962836688,2.1300000000000097,88.67666666666666,9.350000000000009,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2022,87.92,Sederajat,SMA / Sederajat - 2022,-2.4411895250776805,-2.200000000000003,89.24333333333334,7.150000000000006,1.0,100.0,1.3764598756814712
DI YOGYAKARTA,SMA,2023,89.69,Sederajat,SMA / Sederajat - 2023,2.0131938125568682,1.769999999999996,88.805,8.920000000000002,1.0,100.0,1.3764598756814712
DKI JAKARTA,SD,2015,96.56,Sederajat,SD / Sederajat - 2015,,,95.94,0.0,3.0,94.73684210526315,0.27905572149030666
DKI JAKARTA,SD,2016,95.32,Sederajat,SD / Sederajat - 2016,-1.2841756420878259,-1.240000000000009,96.36,-1.240000000000009,12.0,63.1578947368421,0.27905572149030666
DKI JAKARTA,SD,2017,97.2,Sederajat,SD / Sederajat - 2017,1.9723038187159148,1.8800000000000097,95.92666666666666,0.6400000000000006,5.0,89.47368421052632,0.27905572149030666
DKI JAKARTA,SD,2018,95.26,Sederajat,SD / Sederajat - 2018,-1.9958847736625485,-1.9399999999999977,96.17,-1.2999999999999972,15.0,52.63157894736842,0.27905572149030666
DKI JAKARTA,SD,2019,96.05,Sederajat,SD / Sederajat - 2019,0.8293092588704587,0.789999999999992,96.37,-0.5100000000000051,12.0,69.73684210526315,0.27905572149030666
DKI JAKARTA,SD,2020,97.8,Sederajat,SD / Sederajat - 2020,1.8219677251431587,1.75,97.70333333333333,1.2399999999999949,2.0,97.36842105263158,0.27905572149030666
DKI JAKARTA,SD,2021,99.26,Sederajat,SD / Sederajat - 2021,1.4928425357873198,1.460000000000008,98.54666666666667,2.700000000000003,2.0,97.36842105263158,0.27905572149030666
DKI JAKARTA,SD,2022,98.58,Sederajat,SD / Sederajat - 2022,-0.685069514406611,-0.6800000000000068,98.83333333333333,2.019999999999996,8.0,81.57894736842105,0.27905572149030666
DKI JAKARTA,SD,2023,98.66,Sederajat,SD / Sederajat - 2023,0.0811523635625866,0.0799999999999983,98.62,2.0999999999999943,8.0,81.57894736842105,0.27905572149030666
DKI JAKARTA,SMP,2015,86.79,Sederajat,SMP / Sederajat - 2015,,,88.77000000000001,0.0,4.0,92.10526315789474,1.2579761318834621
DKI JAKARTA,SMP,2016,90.75,Sederajat,SMP / Sederajat - 2016,4.562737642585546,3.9599999999999937,89.58,3.9599999999999937,3.0,94.73684210526315,1.2579761318834621
DKI JAKARTA,SMP,2017,91.2,Sederajat,SMP / Sederajat - 2017,0.49586776859504855,0.45000000000000284,91.58333333333333,4.409999999999997,4.0,92.10526315789474,1.2579761318834621
DKI JAKARTA,SMP,2018,92.8,Sederajat,SMP / Sederajat - 2018,1.754385964912264,1.5999999999999943,92.33999999999999,6.009999999999991,2.0,97.36842105263158,1.2579761318834621
DKI JAKARTA,SMP,2019,93.02,Sederajat,SMP / Sederajat - 2019,0.23706896551725087,0.21999999999999886,93.46333333333332,6.22999999999999,2.0,97.36842105263158,1.2579761318834621
DKI JAKARTA,SMP,2020,94.57,Sederajat,SMP / Sederajat - 2020,1.666308320791221,1.5499999999999972,94.19666666666666,7.779999999999987,2.0,97.36842105263158,1.2579761318834621
DKI JAKARTA,SMP,2021,95.0,Sederajat,SMP / Sederajat - 2021,0.4546896478798912,0.4300000000000068,94.99000000000001,8.209999999999994,2.0,97.36842105263158,1.2579761318834621
DKI JAKARTA,SMP,2022,95.4,Sederajat,SMP / Sederajat - 2022,0.42105263157894424,0.4000000000000057,95.41666666666667,8.61,4.0,92.10526315789474,1.2579761318834621
DKI JAKARTA,SMP,2023,95.85,Sederajat,SMP / Sederajat - 2023,0.4716981132075304,0.44999999999998863,95.625,9.059999999999988,2.0,97.36842105263158,1.2579761318834621
DKI JAKARTA,SMA,2015,74.1,Sederajat,SMA / Sederajat - 2015,,,74.41999999999999,0.0,2.0,97.36842105263158,2.2128137147614275
DKI JAKARTA,SMA,2016,74.74,Sederajat,SMA / Sederajat - 2016,0.8636977058029682,0.6400000000000006,75.69666666666666,0.6400000000000006,3.0,94.73684210526315,2.2128137147614275
DKI JAKARTA,SMA,2017,78.25,Sederajat,SMA / Sederajat - 2017,4.696280438854705,3.510000000000005,78.82333333333334,4.150000000000006,3.0,94.73684210526315,2.2128137147614275
